run_id,model_id,evidence_mode,quality,latency_p95_ms,cost_per_success
20260926T175602446851Z-sarvam-application-local-variance-baseli-e2813aec,google/gemma-2-2b-it,LOCAL_REAL_MODEL,,,
20260926T175629144798Z-sarvam-application-local-variance-backen-8fa48b92,google/gemma-2-2b-it,LOCAL_REAL_MODEL,,,
20260926T175648617423Z-sarvam-application-local-variance-backen-e41fdb82,google/gemma-2-2b-it,LOCAL_REAL_MODEL,,,
