run_id,quality,groundedness,attack_success_rate,variance
20260926T151520286459Z-sarvam-application-local-variance-baseli-8f500dc7,,,,
20260926T151546442104Z-sarvam-application-local-variance-backen-cc1b4f86,,,,
20260926T151605306880Z-sarvam-application-local-variance-backen-1ad481ad,,,,
