run_id,quality,groundedness,attack_success_rate,variance
20260926T132428028217Z-sarvam-application-local-variance-baseli-564f6c9c,0.0,,,0.0
20260926T132906748101Z-sarvam-application-local-variance-backen-115ad69e,0.0,,,0.0
20260926T133335216948Z-sarvam-application-local-variance-backen-68376bcf,0.0,,,0.0
