run_id,quality,groundedness,attack_success_rate,variance
20260926T131715918748Z-sarvam-application-local-variance-baseli-dbed98ff,0.0,,,0.0
20260926T132047108421Z-sarvam-application-local-variance-backen-441d8119,0.0,,,0.0
20260926T132403236096Z-sarvam-application-local-variance-backen-2ca5fca7,0.0,,,0.0
