run_id,quality,groundedness,attack_success_rate,variance
20260926T124648119020Z-sarvam-application-local-variance-baseli-fb5c014f,0.0,,,0.0
20260926T124721896487Z-sarvam-application-local-variance-backen-4bc87d65,0.0,,,0.0
20260926T124734097204Z-sarvam-application-local-variance-backen-17676650,0.0,,,0.0
